Carpark,LotType,CarparkID,Latitude,Longitude,Agency,Weekday,Saturdays,Sundays.PublicHolidays,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_basement,sheltered
BLK 681 WOODLANDS DRIVE 62,C,W98,1.439629438,103.8035899,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 261/262/264 WATERLOO BASEMENT CAR PARK,C,WCB,1.298808294,103.8519378,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,Y,Y
BLK 753/774 YISHUN STREET 72/AVENUE 3,L,Y10,1.423842758,103.8332823,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 753/774 YISHUN STREET 72/AVENUE 3,C,Y10,1.423842758,103.8332823,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 717/730 YISHUN STREET 71,C,Y11,1.425775461,103.8299545,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 717/730 YISHUN STREET 71,L,Y11,1.425775461,103.8299545,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7",C,Y12,1.436796743,103.8324715,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7",L,Y12,1.436796743,103.8324715,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 201/202, 207/212 YISHUN STREET 21",C,Y13,1.431214896,103.8378649,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
"BLK 201/202, 207/212 YISHUN STREET 21",L,Y13,1.431214896,103.8378649,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
"BLK 203/206, 213/226 YISHUN STREET 21",L,Y14,1.43267364,103.8356612,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,"	SURFACE CAR PARK",COUPON PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 203/206, 213/226 YISHUN STREET 21",C,Y14,1.43267364,103.8356612,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free","	SURFACE CAR PARK",COUPON PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 227/235 YISHUN STREET 21,L,Y15,1.434648154,103.8368143,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 227/235 YISHUN STREET 21,C,Y15,1.434648154,103.8368143,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 238/242 YISHUN RING ROAD,L,Y16,1.433062087,103.8394383,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 238/242 YISHUN RING ROAD,C,Y16,1.433062087,103.8394383,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 243/257 YISHUN RING ROAD/AVENUE 9,L,Y17,1.435063444,103.8411611,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 243/257 YISHUN RING ROAD/AVENUE 9,C,Y17,1.435063444,103.8411611,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 258/264 YISHUN STREET 22,C,Y18,1.435747368,103.8395119,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 258/264 YISHUN STREET 22,L,Y18,1.435747368,103.8395119,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 265/289 YISHUN STREET 22/AVENUE 6,L,Y19,1.437760383,103.8381575,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 265/289 YISHUN STREET 22/AVENUE 6,C,Y19,1.437760383,103.8381575,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 293/294 YISHUN STREET 22,L,Y20,1.436262056,103.8378558,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 293/294 YISHUN STREET 22,C,Y20,1.436262056,103.8378558,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 290/292 YISHUN STREET 22,L,Y21,1.436902004,103.8371552,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 290/292 YISHUN STREET 22,C,Y21,1.436902004,103.8371552,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 775-794 YISHUN RING RD/AVENUE 2,C,Y23,1.421593416,103.8320796,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 795-799 YISHUN RING ROAD,C,Y24,1.419088894,103.8333176,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 800-812 YISHUN RING ROAD,C,Y25,1.416694062,103.8310085,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 816/820 YISHUN STREET 81,L,Y26,1.412862878,103.8338375,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 816/820 YISHUN STREET 81,C,Y26,1.412862878,103.8338375,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 821/830 YISHUN STREET 81,C,Y27,1.414209709,103.8336235,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 821/830 YISHUN STREET 81,L,Y27,1.414209709,103.8336235,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 832/841 YISHUN STREET 81,C,Y28,1.415628219,103.8340081,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 832/841 YISHUN STREET 81,L,Y28,1.415628219,103.8340081,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 846 YISHUN RING ROAD,C,Y29,1.417203224,103.8345354,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 846 YISHUN RING ROAD,L,Y29,1.417203224,103.8345354,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 850/855 YISHUN STREET 81/RING ROAD,L,Y31,1.416664368,103.8367409,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 850/855 YISHUN STREET 81/RING ROAD,C,Y31,1.416664368,103.8367409,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 858/864 YISHUN AVE 4,L,Y32,1.41748548,103.8385993,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 858/864 YISHUN AVE 4,C,Y32,1.41748548,103.8385993,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 602-605 YISHUN STREET 61,C,Y33,1.422229706,103.8361098,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 602-605 YISHUN STREET 61,L,Y33,1.422229706,103.8361098,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 606-631 YISHUN STREET 61/RING ROAD,L,Y34,1.4208182,103.8361757,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 606-631 YISHUN STREET 61/RING ROAD,C,Y34,1.4208182,103.8361757,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 632/641 YISHUN STREET 61,C,Y35,1.419694459,103.8384739,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 642/643 YISHUN STREET 61,L,Y36,1.421303839,103.8379897,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 642/643 YISHUN STREET 61,C,Y36,1.421303839,103.8379897,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 650/661 YISHUN AVENUE 4,C,Y38,1.42258962,103.8401111,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 662/666,666A TO 666B YISHUN AVENUE 4",C,Y39,1.420049982,103.8405267,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MECHANISED AND SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 662/666,666A TO 666B YISHUN AVENUE 4",L,Y39,1.420049982,103.8405267,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,MECHANISED AND SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 115A/115B/115C YISHUN RING ROAD,L,Y3M,1.433544682,103.8274698,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 1PM-10.30PM,YES,Y,Y
BLK 115A/115B/115C YISHUN RING ROAD,C,Y3M,1.433544682,103.8274698,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 1pm-10.30pm: Free",BASEMENT CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 1PM-10.30PM,YES,Y,Y
BLK 865/880 YISHUN STREET 81,L,Y40,1.414847697,103.8367182,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 865/880 YISHUN STREET 81,C,Y40,1.414847697,103.8367182,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 302-314 YISHUN CENTRAL/RING ROAD,C,Y41,1.430135407,103.8399316,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 302-314 YISHUN CENTRAL/RING ROAD,L,Y41,1.430135407,103.8399316,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 320-332 YISHUN CENTRAL/RING ROAD,C,Y43,1.428899474,103.8410989,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 320-332 YISHUN CENTRAL/RING ROAD,L,Y43,1.428899474,103.8410989,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 343-351 YISHUN AVENUE 11,C,Y45,1.427187275,103.8431882,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free","	SURFACE CAR PARK",COUPON PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 352-359 YISHUN RING ROAD,C,Y46,1.426038896,103.8457669,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free","	SURFACE CAR PARK",COUPON PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 386-399 YISHUN RING ROAD/AVENUE 6,L,Y48,1.429387863,103.8478178,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,SUN & PH FR 7AM-10.30PM,NO,N,N
BLK 386-399 YISHUN RING ROAD/AVENUE 6,C,Y48,1.429387863,103.8478178,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,SUN & PH FR 7AM-10.30PM,NO,N,N
BLK 401/414 YISHUN RING ROAD/AVENUE 6,C,Y49,1.426061257,103.8478153,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,SUN & PH FR 7AM-10.30PM,NO,N,N
BLK 401/414 YISHUN RING ROAD/AVENUE 6,L,Y49,1.426061257,103.8478153,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,SUN & PH FR 7AM-10.30PM,NO,N,N
"BLK 423/427, 433/440 YISHUN AVE 6/AVE 11",C,Y51,1.421503052,103.8470655,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
"BLK 926/932,934/935 YISHUN CENTRAL 1",C,Y56,1.425449749,103.8367628,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,N,N
BLK 415/417 YISHUN RING ROAD/AVENUE 11,C,Y57,1.423992063,103.846466,HDB,7am-7pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-7pm,NO,NO,N,N
BLK 415/417 YISHUN RING ROAD/AVENUE 11,L,Y57,1.423992063,103.846466,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,7am-7pm,NO,NO,N,N
162 YISHUN STREET 11,C,Y58,1.432539249,103.8323825,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
162 YISHUN STREET 11,L,Y58,1.432539249,103.8323825,HDB,"First 20 minutes: Free, First sub hour: $2, Sub half hour: $4",Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 11/12/13 YORK HILL CAR PARK,Y,YHS,1.286500625,103.8378867,HDB,"7am-10.30pm: $0.65 per lot, 10.30pm-7am: $0.65 per lot",Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 11/12/13 YORK HILL CAR PARK,H,YHS,1.286500625,103.8378867,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 11/12/13 YORK HILL CAR PARK,C,YHS,1.286500625,103.8378867,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,N
BLK 650 ANG MO KIO STREET 61,C,A100,1.377987473,103.8426025,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,N
BLK 256A ANG MO KIO STREET 21,C,AM16,1.370349801,103.8357183,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 308C ANG MO KIO AVE 1,C,AM18,1.365540013,103.8446194,HDB,7am-10.30pm: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7am-10.30pm,NO,NO,N,Y
BLK 260 ANG MO KIO ST 21,C,AM19,1.368886198,103.834531,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 309B ANG MO KIO ST 31,C,AM20,1.364697733,103.8460886,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 316B ANG MO KIO STREET 31,C,AM22,1.364588291,103.847653,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 255A ANG MO KIO ST 21,C,AM32,1.370532524,103.8343768,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 455 ANG MO KIO ST 44,C,AM43,1.368584224,103.8573099,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 588 ANG MO KIO STREET 52,C,AM46,1.372178323,103.8533964,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,Same as weekdays,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,NO,YES,N,Y
BLK 700 ANG MO KIO AVE 6,C,AM51,1.369915002,103.8466985,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 596 ANG MO KIO STREEET 52,C,AM79,1.372358192,103.8513967,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 130A ANG MO KIO ST 12,C,AM80,1.37064699,103.8418615,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 132A ANG MO KIO ST 12,C,AM81,1.371639242,103.8419478,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 352A ANG MO KIO STREET 32,C,AM96,1.364074149,103.8509404,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
3 AND 5 DOVER ROAD,C,AR1L,1.303876719,103.7826318,HDB,Season Parking only,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,No,NO,NO,N,N
BLK 2A DOVER ROAD,C,AR1M,1.302848684,103.7836668,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 26 AND 27 DOVER CRESCENT,C,AR2L,1.305913234,103.7811547,HDB,Season Parking only,Same as weekdays,Same as weekdays,SURFACE CAR PARK,ELECTRONIC PARKING,No,NO,NO,N,N
BLK 28 DOVER CRESCENT,C,AR2M,1.304738893,103.7816745,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 19A DOVER CRESCENT,C,AR5M,1.307343527,103.7844633,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 19A DOVER CRESCENT,Y,AR5M,1.307343527,103.7844633,HDB,"7am-10.30pm: $0.65 per lot, 10.30pm-7am: $0.65 per lot",Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
BLK 19A DOVER CRESCENT,H,AR5M,1.307343527,103.7844633,HDB,Whole Day: $0.60 per half-hour,Same as weekdays,"Same as weekdays, 7am-10.30pm: Free",MULTI-STOREY CAR PARK,ELECTRONIC PARKING,Whole Day,SUN & PH FR 7AM-10.30PM,YES,N,Y
